,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIODE_FACTURATION,DAILY_CONSUM,NB_INVOICES_SITE
2844,0037KO,2019-01-04,2019-04-30,1824,"248,57",116,15.724137931034482,35
2845,0037KO,2019-01-05,2019-05-31,1936,"263,54",146,13.26027397260274,35
2846,0037KO,2019-01-06,2019-06-30,2018,"274,50",175,11.531428571428572,35
2847,0037KO,2019-01-07,2019-07-31,2057,"279,71",205,10.034146341463414,35
2848,0037KO,2019-01-08,2019-08-31,2082,"286,27",235,8.859574468085107,35
2849,0037KO,2019-01-09,2019-09-30,1957,"266,34",264,7.412878787878788,35
2850,0037KO,2019-01-10,2019-10-31,2017,"274,36",294,6.860544217687075,35
2851,0037KO,2019-01-11,2019-11-30,1830,"249,38",323,5.6656346749226,35
2852,0037KO,2019-01-12,2019-12-31,1867,"254,32",353,5.288951841359774,35
2853,0037KO,2020-01-01,2020-01-31,1961,"265,23",30,65.36666666666666,35
2854,0037KO,2020-01-02,2020-02-29,1846,"250,00",58,31.82758620689655,35
2855,0037KO,2020-01-03,2020-03-31,1997,"270,00",88,22.693181818181817,35
2856,0037KO,2020-01-04,2020-04-30,1943,"262,85",117,16.60683760683761,35
2857,0037KO,2020-01-05,2020-05-31,2013,"272,12",147,13.693877551020408,35
2858,0037KO,2020-01-06,2020-06-30,1986,"268,54",176,11.284090909090908,35
2859,0037KO,2020-01-07,2020-07-31,2072,"279,94",206,10.058252427184467,35
2860,0037KO,2020-01-08,2020-08-31,2091,"282,45",236,8.860169491525424,35
2861,0037KO,2020-01-09,2020-09-30,1986,"268,54",265,7.494339622641509,35
2862,0037KO,2020-01-10,2020-10-31,2000,"270,40",295,6.779661016949152,35
2863,0037KO,2020-01-11,2020-11-30,1873,"248,12",324,5.780864197530864,35
2864,0038BB,2018-01-01,2018-12-31,25357,"3 478,93",364,69.66208791208791,37
2865,0038BB,2018-01-01,2018-01-31,4641,"601,92",30,154.7,37
2866,0038BB,2018-01-02,2018-02-28,4325,"562,38",57,75.87719298245614,37
2867,0038BB,2018-01-03,2018-03-31,4822,"625,32",87,55.42528735632184,37
2868,0038BB,2018-01-04,2018-04-30,4824,"619,29",116,41.58620689655172,37
2869,0038BB,2018-01-05,2018-05-31,6744,"859,44",146,46.19178082191781,37
2870,0038BB,2018-01-06,2018-06-30,7477,"949,08",175,42.72571428571428,37
2871,0038BB,2018-01-07,2018-07-31,7732,"980,78",205,37.71707317073171,37
2872,0038BB,2018-01-08,2018-08-31,7921,"1 002,67",235,33.706382978723404,37
2873,0038BB,2018-01-09,2018-09-30,7412,"947,92",264,28.075757575757574,37
2874,0038BB,2018-01-10,2018-10-31,7466,"956,85",294,25.39455782312925,37
2875,0038BB,2018-01-11,2018-11-30,6970,"893,48",323,21.57894736842105,37
2876,0038BB,2018-01-12,2018-12-31,6911,"884,23",353,19.577903682719548,37
2877,0038BB,2019-01-01,2019-12-31,26244,"3 474,89",364,72.0989010989011,37
2878,0038BB,2019-01-01,2019-01-31,6813,"829,98",30,227.1,37
2879,0038BB,2019-01-02,2019-02-28,5732,"701,38",57,100.56140350877193,37
2880,0038BB,2019-01-03,2019-03-31,5085,"624,99",87,58.44827586206897,37
2881,0038BB,2019-01-04,2019-04-30,5214,"640,81",116,44.94827586206897,37
2882,0038BB,2019-01-05,2019-05-31,5552,"680,26",146,38.02739726027397,37
2883,0038BB,2019-01-06,2019-06-30,5235,"641,03",175,29.914285714285715,37
2884,0038BB,2019-01-07,2019-07-31,5259,"645,32",205,25.653658536585365,37
2885,0038BB,2019-01-08,2019-08-31,5238,"642,74",235,22.28936170212766,37
2886,0038BB,2019-01-09,2019-09-30,4176,"515,29",264,15.818181818181818,37
2887,0038BB,2019-01-10,2019-10-31,4266,"525,38",294,14.510204081632653,37
2888,0038BB,2019-01-11,2019-11-30,4124,"508,51",323,12.76780185758514,37
2889,0038BB,2019-01-12,2019-12-31,4173,"513,85",353,11.821529745042493,37
2890,0038BB,2020-01-01,2020-01-31,4079,"578,91",30,135.96666666666667,37
2891,0038BB,2020-01-02,2020-02-29,3860,"548,46",58,66.55172413793103,37
2892,0038BB,2020-01-03,2020-03-31,4142,"588,02",88,47.06818181818182,37
2893,0038BB,2020-01-04,2020-04-30,4097,"580,09",117,35.01709401709402,37
2894,0038BB,2020-01-05,2020-05-31,4212,"595,94",147,28.653061224489797,37
2895,0038BB,2020-01-06,2020-06-30,4004,"567,56",176,22.75,37
2896,0038BB,2020-01-07,2020-07-31,4181,"592,48",206,20.296116504854368,37
2897,0038BB,2020-01-08,2020-08-31,4237,"600,37",236,17.953389830508474,37
2898,0038BB,2020-01-09,2020-09-30,4079,"579,05",265,15.39245283018868,37
2899,0038BB,2020-01-10,2020-10-31,4086,"577,84",295,13.850847457627118,37
2900,0038BB,2020-01-11,2020-11-30,3899,"536,91",324,12.033950617283951,37
